Company,city_concat,alt_name,NewsID,Year,Circ,City,State
the blade and pittsburgh post-gazette,the blade and pittsburgh post-gazettetoledo,,342,1997,C,toledo,oh
"the blade of toledo, ohio","the blade of toledo, ohiotoledo",,2369,2015,C,toledo,oh
the troy daily news,the troy daily newstroy,,343,2004,G,troy,oh
the daily chief-union,the daily chief-unionupper sandusky,,1388,1994,H,upper sandusky,oh
urbana daily citizen,urbana daily citizenurbana,,1389,1998,G,urbana,oh
times bulletin,times bulletinvan wert,,1390,2009,G,van wert,oh
wapakoneta daily news,wapakoneta daily newswapakoneta,,1391,1998,H,wapakoneta,oh
tribune chronicle,tribune chroniclewarren,,1392,1997,E,warren,oh
record herald,record heraldwashington court house,,1393,1998,G,washington court house,oh
the news-herald,the news-heraldwilloughby,,1394,1994,D,willoughby,oh
news journal,news journalwilmington,,1395,2006,G,wilmington,oh
the daily record,the daily recordwooster,,344,1994,E,wooster,oh
greene county dailies,greene county dailiesxenia,,1396,2004,F,xenia,oh
vindicator,vindicatoryoungstown,,1397,2012,E,youngstown,oh
times recorder/coshocton tribune,times recorder/coshocton tribunezanesville,,1398,2007,F,zanesville,oh
the ada evening news,the ada evening newsada,,1399,2000,G,ada,ok
the altus times,the altus timesaltus,,1400,1998,G,altus,ok
alva review-courier,alva review-courieralva,,1401,1998,H,alva,ok
daily news,daily newsanadarko,,1402,1998,H,anadarko,ok
the daily ardmoreite,the daily ardmoreiteardmore,,1403,1994,F,ardmore,ok
examiner-enterprise,examiner-enterprisebartlesville,,1404,1999,F,bartlesville,ok
blackwell journal-tribune,blackwell journal-tribuneblackwell,,1405,1998,H,blackwell,ok
the express-star,the express-starchickasha,,1406,2005,G,chickasha,ok
the claremore daily progress,the claremore daily progressclaremore,,1407,2013,G,claremore,ok
the clinton daily news,the clinton daily newsclinton,,1408,2013,H,clinton,ok
cushing daily citizen,cushing daily citizencushing,,1409,1999,H,cushing,ok
the duncan banner,the duncan bannerduncan,,345,1998,G,duncan,ok
durant daily democrat,durant daily democratdurant,,1410,1998,G,durant,ok
the edmond sun,the edmond sunedmond,,1411,2011,H,edmond,ok
elk city daily news,elk city daily newselk city,,1412,1999,H,elk city,ok
enid news & eagle,enid news & eagleenid,,1414,2000,F,enid,ok
the daily leader,the daily leaderfrederick,,1416,1996,H,frederick,ok
grove daily news,grove daily newsgrove,,2079,1999,H,grove,ok
the grove sun daily,the grove sun dailygrove,,2091,2008,G,grove,ok
guthrie news leader,guthrie news leaderguthrie,,1417,2001,H,guthrie,ok
guymon daily herald,guymon daily heraldguymon,,1418,1999,H,guymon,ok
henryetta daily free-lance,henryetta daily free-lancehenryetta,,1419,1998,H,henryetta,ok
holdenville daily news,holdenville daily newsholdenville,,1421,1998,H,holdenville,ok
hugo daily news,hugo daily newshugo,,1422,1998,H,hugo,ok
the lawton constitution,the lawton constitutionlawton,,1424,1998,F,lawton,ok
mcalester news-capital & democrat,mcalester news-capital & democratmcalester,,1426,1998,F,mcalester,ok
miami news-record,miami news-recordmiami,,1428,1999,G,miami,ok
muskogee daily phoenix & times-democrat,muskogee daily phoenix & times-democratmuskogee,,1429,1998,F,muskogee,ok
the norman transcript,the norman transcriptnorman,,1430,1997,F,norman,ok
the oklahoman,the oklahomanoklahoma city,,1433,2005,C,oklahoma city,ok
daily times,daily timesokmulgee,,1434,2000,H,okmulgee,ok
the daily democrat,the daily democratpauls valley,,1435,1995,H,pauls valley,ok
the perry daily journal,the perry daily journalperry,,1437,1998,H,perry,ok
the ponca city news,the ponca city newsponca city,,1438,2003,G,ponca city,ok
daily news & sun,daily news & sunpoteau,,2054,2002,H,poteau,ok
the daily times,the daily timespryor,,1439,1995,G,pryor,ok
sapulpa daily herald,sapulpa daily heraldsapulpa,,1440,1998,G,sapulpa,ok
the seminole producer,the seminole producerseminole,,1442,1998,G,seminole,ok
the shawnee news-star,the shawnee news-starshawnee,,346,2000,F,shawnee,ok
newspress,newspressstillwater,,1443,1999,G,stillwater,ok
tahlequah daily press,tahlequah daily presstahlequah,,1832,1999,G,tahlequah,ok
tulsa world,tulsa worldtulsa,,347,1997,C,tulsa,ok
vinita daily journal,vinita daily journalvinita,,1444,2006,H,vinita,ok
weatherford daily news,weatherford daily newsweatherford,,1445,1998,G,weatherford,ok
the daily times,the daily timeswewoka,,1446,1995,H,wewoka,ok
woodward news,woodward newswoodward,,2012,1998,G,woodward,ok
albany democrat-herald,albany democrat-heraldalbany,,349,1998,F,albany,or
mail tribune  (medford) and ashland daily tidings,mail tribune  (medford) and ashland daily tidingsashland,,1448,2010,G,ashland,or
the daily astorian,the daily astorianastoria,,1449,1997,G,astoria,or
baker city herald,baker city heraldbaker city,,1450,1998,H,baker city,or
the bulletin,the bulletinbend,,350,1994,F,bend,or
the world,the worldcoos bay,,1451,1994,F,coos bay,or
corvallis gazette-times,corvallis gazette-timescorvallis,,351,1998,F,corvallis,or
the register-guard,the register-guardeugene,,352,1994,D,eugene,or
register-guard,register-guardeugene,,2348,2015,D,eugene,or
grants pass daily courier,grants pass daily couriergrants pass,,1452,1998,F,grants pass,or
herald and news,herald and newsklamath falls,,1453,2006,F,klamath falls,or
the observer,the observerla grande,,353,1994,G,la grande,or
mail tribune/ashland daily tidings,mail tribune/ashland daily tidingsmedford,,354,2011,E,medford,or
argus observer,argus observerontario,,1454,1998,G,ontario,or
east oregonian,east oregonianpendleton,,355,1998,F,pendleton,or
the oregonian,the oregonianportland,,357,1994,B,portland,or
daily journal of commerce,daily journal of commerceportland,,1456,2006,H,portland,or
oregonlive.com,oregonlive.comportland,,2227,2011,O,portland,or
the news-review,the news-reviewroseburg,,1457,1994,F,roseburg,or
statesman journal,statesman journalsalem,,358,1997,D,salem,or
the dalles chronicle,the dalles chroniclethe dalles,,1458,1998,G,the dalles,or
the oregonian/oregonlive,the oregonian/oregonliveportland,,2382,2016,C,portland,or
the morning call,the morning callallentown,,1771,1994,C,allentown,pa
altoona mirror,altoona mirroraltoona,,1460,1998,E,altoona,pa
beaver county times,beaver county timesbeaver,,1462,1997,E,beaver,pa
bedford gazette,bedford gazettebedford,,1464,2002,F,bedford,pa
press enterprise,press enterprisebloomsburg,,1465,2006,F,bloomsburg,pa
the bradford era,the bradford erabradford,,1467,1999,F,bradford,pa
butler eagle,butler eaglebutler,,1469,1998,E,butler,pa
the sentinel,the sentinelcarlisle,,1471,1994,F,carlisle,pa
public opinion,public opinionchambersburg,,1472,1994,E,chambersburg,pa
the progress,the progressclearfield,,362,1998,F,clearfield,pa
the daily courier,the daily courierconnellsville,,1475,2000,F,connellsville,pa
corry evening journal,corry evening journalcorry,,1476,1998,H,corry,pa
the danville news,the danville newsdanville,,1477,2004,H,danville,pa
the intelligencer,the intelligencerdoylestown,,1478,2000,E,doylestown,pa
the courier-express/tri-county sunday,the courier-express/tri-county sundaydubois,,1479,1997,F,dubois,pa
the express-times,the express-timeseaston,,363,1994,D,easton,pa
ellwood city ledger,ellwood city ledgerellwood city,,1480,2005,G,ellwood city,pa
erie times-news,erie times-newserie,,364,2001,D,erie,pa
the news,the newserie,,365,1994,D,erie,pa
the news-herald,the news-heraldfranklin,,1481,1995,G,franklin,pa
gettysburg times,gettysburg timesgettysburg,,1482,1998,G,gettysburg,pa
the record-argus,the record-argusgreenville,,1484,1994,G,greenville,pa
the evening sun,the evening sunhanover,,1485,1994,F,hanover,pa
standard-speaker,standard-speakerhazleton,,368,1998,F,hazleton,pa
the wayne independent,the wayne independenthonesdale,,2034,2000,H,honesdale,pa
the daily news,the daily newshuntingdon,,1487,1996,F,huntingdon,pa
the indiana gazette,the indiana gazetteindiana,,1488,1998,F,indiana,pa
the tribune-democrat,the tribune-democratjohnstown,,369,1994,E,johnstown,pa
the kane republican,the kane republicankane,,1490,2000,H,kane,pa
leader times,leader timeskittanning,,1492,1998,F,kittanning,pa
lancaster new era,lancaster new eralancaster,,370,2001,E,lancaster,pa
Intelligencer Journal / Lancaster New Era / Sunday News,Intelligencer Journal / Lancaster New Era / Sunday Newslancaster,intelligencer journal/lancaster new era,371,2010,E,lancaster,pa
the reporter,the reporterlansdale,,1493,1994,F,lansdale,pa
the latrobe bulletin,the latrobe bulletinlatrobe,,1494,1998,G,latrobe,pa
lebanon daily news,lebanon daily newslebanon,,1495,2003,F,lebanon,pa
the times news,the times newslehighton,,1496,2007,F,lehighton,pa
bucks county courier times,bucks county courier timeslevittown,,372,1997,D,levittown,pa
the daily journal,the daily journallewisburg,,2024,1995,H,lewisburg,pa
the sentinel,the sentinellewistown,,1497,1994,F,lewistown,pa
the express,the expresslock haven,,1498,1997,F,lock haven,pa
the daily news,the daily newsmckeesport,,1499,1998,F,mckeesport,pa
the meadville tribune,the meadville tribunemeadville,,1500,1998,F,meadville,pa
the patriot-news,the patriot-newsmechanicsburg,,366,2011,D,mechanicsburg,pa
the standard journal,the standard journalmilton,,1501,2010,H,milton,pa
the mon valley independent,the mon valley independentmonessen,,1502,2012,F,monessen,pa
new castle news,new castle newsnew castle,,1504,1998,F,new castle,pa
the times herald,the times heraldnorristown,,1505,1994,E,norristown,pa
the derrick and the news-herald,the derrick and the news-heraldoil city,,373,2010,F,oil city,pa
the philadelphia inquirer,the philadelphia inquirerphiladelphia,,375,1997,A,philadelphia,pa
philadelphia daily news,philadelphia daily newsphiladelphia,,376,1997,C,philadelphia,pa
billy penn,billy pennphiladelphia,,2264,2016,O,philadelphia,pa
factcheck.org/annenberg public policy center,factcheck.org/annenberg public policy centerphiladelphia,,2295,2016,O,philadelphia,pa
philadelphia public school notebook,philadelphia public school notebookphiladelphia,,2344,2016,O,philadelphia,pa
pittsburgh post-gazette,pittsburgh post-gazettepittsburgh,,377,1997,C,pittsburgh,pa
pittsburgh tribune-review,pittsburgh tribune-reviewpittsburgh,,2080,1998,E,pittsburgh,pa
the mercury,the mercurypottstown,,1508,1998,E,pottstown,pa
the phoenix,the phoenixpottsville,,1507,2012,H,pottsville,pa
republican & herald,republican & heraldpottsville,,1509,2006,E,pottsville,pa
delaware county daily times,delaware county daily timesprimos,,1833,2000,D,primos,pa
the punxsutawney spirit,the punxsutawney spiritpunxsutawney,,1511,2003,G,punxsutawney,pa
reading eagle,reading eaglereading,,380,2003,D,reading,pa
the ridgway record,the ridgway recordridgway,,1513,2012,H,ridgway,pa
the sanatoga post,the sanatoga postsanatoga,,2385,2016,O,sanatoga,pa
the morning times,the morning timessayre,,1515,2006,G,sayre,pa
the scranton times and the tribune,the scranton times and the tribunescranton,,381,1997,D,scranton,pa
the news-item,the news-itemshamokin,,1517,1994,F,shamokin,pa
the herald,the heraldsharon,,382,1994,E,sharon,pa
daily american,daily americansomerset,,1519,2005,F,somerset,pa
the daily press,the daily pressst. marys,,1514,1994,G,st. marys,pa
centre daily times,centre daily timesstate college,,383,1997,E,state college,pa
statecollege.com,statecollege.comstate college,,2360,2016,O,state college,pa
pocono record,pocono recordstroudsburg,,1521,1998,F,stroudsburg,pa
the daily item,the daily itemsunbury,,384,1994,E,sunbury,pa
valley news dispatch,valley news dispatchtarentum,,385,1998,E,tarentum,pa
the titusville herald,the titusville heraldtitusville,,1522,2007,H,titusville,pa
the daily review,the daily reviewtowanda,,1523,2003,G,towanda,pa
the daily herald,the daily heraldtyrone,,1524,1998,H,tyrone,pa
herald-standard,herald-standarduniontown,,1525,1998,E,uniontown,pa
warren times-observer,warren times-observerwarren,,1530,1998,F,warren,pa
the north hills news record & valley news dispatch,the north hills news record & valley news dispatchwarrendale,,2055,1995,D,warrendale,pa
observer-reporter,observer-reporterwashington,,1531,1998,E,washington,pa
the record herald,the record heraldwaynesboro,,1532,1994,F,waynesboro,pa
daily local news,daily local newswest chester,,1534,1998,E,west chester,pa
times leader,times leaderwilkes-barre,,386,2001,E,wilkes-barre,pa
the citizens' voice,the citizens' voicewilkes-barre,,387,1994,E,wilkes-barre,pa
williamsport sun-gazette,williamsport sun-gazettewilliamsport,,388,1999,E,williamsport,pa
the york dispatch,the york dispatchyork,,1535,1997,E,york,pa
york daily record,york daily recordyork,,1536,1997,E,york,pa
the newport daily news,the newport daily newsnewport,,1537,1997,F,newport,ri
the times,the timespawtucket,,1538,1996,F,pawtucket,ri
the providence journal,the providence journalprovidence,,389,1999,C,providence,ri
the kent county daily times,the kent county daily timeswest warwick,,391,1996,G,west warwick,ri
the westerly sun,the westerly sunwesterly,,1539,1998,F,westerly,ri
the call,the callwoonsocket,,392,1995,E,woonsocket,ri
aiken standard,aiken standardaiken,,1540,1998,F,aiken,sc
anderson independent-mail,anderson independent-mailanderson,,393,1997,E,anderson,sc
the beaufort gazette,the beaufort gazettebeaufort,,1542,1997,F,beaufort,sc
bluffton today,bluffton todaybluffton,,2121,2008,F,bluffton,sc
the post and courier,the post and couriercharleston,,394,1994,C,charleston,sc
mcclatchy newspapers - east hub,mcclatchy newspapers - east hubcharlotte,,2327,2015,Hubs,charlotte,sc
the state,the statecolumbia,,398,1994,C,columbia,sc
morning news,morning newsflorence,,399,2000,E,florence,sc
the greenville news,the greenville newsgreenville,,401,1997,D,greenville,sc
the index-journal,the index-journalgreenwood,,1543,1995,F,greenwood,sc
the island packet,the island packethilton head island,,2025,1994,F,hilton head island,sc
the sun news,the sun newsmyrtle beach,,1544,1994,E,myrtle beach,sc
the times and democrat,the times and democratorangeburg,,1545,1994,F,orangeburg,sc
the herald,the heraldrock hill,,1835,1994,E,rock hill,sc
the daily journal/daily messenger,the daily journal/daily messengerseneca,,2092,2001,H,seneca,sc
herald-journal,herald-journalspartanburg,,1547,2000,D,spartanburg,sc
the item,the itemsumter,,403,1994,F,sumter,sc
the union daily times,the union daily timesunion,,1548,1998,G,union,sc
aberdeen american news,aberdeen american newsaberdeen,,1549,1998,F,aberdeen,sd
brookings daily register,brookings daily registerbrookings,,1551,1998,G,brookings,sd
plainsman,plainsmanhuron,,1552,2011,G,huron,sd
the madison daily leader,the madison daily leadermadison,,1555,1998,H,madison,sd
the daily republic,the daily republicmitchell,,1556,1996,F,mitchell,sd
capital journal,capital journalpierre,,1557,1999,H,pierre,sd
rapid city journal,rapid city journalrapid city,,404,1998,E,rapid city,sd
argus leader,argus leadersioux falls,,405,1997,E,sioux falls,sd
black hills pioneer,black hills pioneerspearfish,,1553,2003,H,spearfish,sd
watertown public opinion,watertown public opinionwatertown,,1558,1998,F,watertown,sd
yankton daily press & dakotan,yankton daily press & dakotanyankton,,1559,1998,G,yankton,sd
the daily post-athenian,the daily post-athenianathens,,1560,1995,F,athens,tn
brentwood home page,brentwood home pagebrentwood,,2266,2016,O,brentwood,tn
chattanooga times free press,chattanooga times free presschattanooga,,1561,2001,D,chattanooga,tn
the leaf-chronicle,the leaf-chronicleclarksville,,407,1994,F,clarksville,tn
cleveland daily banner,cleveland daily bannercleveland,,1562,1998,F,cleveland,tn
the daily herald,the daily heraldcolumbia,,1564,1998,F,columbia,tn
herald-citizen,herald-citizencookeville,,1565,2006,F,cookeville,tn
the state gazette,the state gazettedyersburg,,1566,1999,G,dyersburg,tn
the star,the starelizabethton,,1567,2005,G,elizabethton,tn
the sun,the sungreeneville,,408,1996,F,greeneville,tn
the jackson sun,the jackson sunjackson,,409,1998,E,jackson,tn
johnson city press,johnson city pressjohnson city,,410,1997,E,johnson city,tn
the times-news,the times-newskingsport,,411,1996,E,kingsport,tn
daily news,daily newskingsport,,1800,1999,H,kingsport,tn
the knoxville news sentinel,the knoxville news sentinelknoxville,,413,2007,C,knoxville,tn
the lebanon democrat,the lebanon democratlebanon,,1570,2006,G,lebanon,tn
the daily times,the daily timesmaryville,,1571,1994,F,maryville,tn
the commercial appeal,the commercial appealmemphis,,415,1994,C,memphis,tn
citizen tribune,citizen tribunemorristown,,1572,2004,F,morristown,tn
the daily news journal,the daily news journalmurfreesboro,,1573,1994,F,murfreesboro,tn
the banner,the bannernashville,,416,1995,D,nashville,tn
the tennessean,the tennesseannashville,,417,1994,C,nashville,tn
Nashville Design Studio,Nashville Design Studionashville,,2300,2014,Hubs,nashville,tn
newport plain talk,newport plain talknewport,,2090,2001,G,newport,tn
the oak ridger,the oak ridgeroak ridge,,418,1994,F,oak ridge,tn
the paris post-intelligencer,the paris post-intelligencerparis,,1574,1998,G,paris,tn
the mountain press,the mountain presssevierville,,2026,1994,G,sevierville,tn
shelbyville times-gazette,shelbyville times-gazetteshelbyville,,1575,1998,G,shelbyville,tn
daily messenger,daily messengerunion city,,1576,2012,G,union city,tn
abilene reporter-news,abilene reporter-newsabilene,,419,1998,E,abilene,tx
alice echo-news,alice echo-newsalice,,2028,1998,H,alice,tx
amarillo globe-news,amarillo globe-newsamarillo,,420,2002,D,amarillo,tx
the times,the timesangleton,,1837,1994,H,angleton,tx
arlington morning news,arlington morning newsarlington,,2065,1999,F,arlington,tx
naija standard newspaper,naija standard newspaperarlington,,2338,2016,O,arlington,tx
athens daily review,athens daily reviewathens,,1579,2002,G,athens,tx
austin american-statesman,austin american-statesmanaustin,,422,1997,C,austin,tx
the texas tribune,the texas tribuneaustin,,2147,2010,O,austin,tx
austin-american statesman,austin-american statesmanaustin,,2257,2012,D,austin,tx
gatehouse media - center for news and design,gatehouse media - center for news and designaustin,,2302,2015,Hubs,austin,tx
quorom report,quorom reportaustin,,2346,2016,O,austin,tx
bay city daily tribune,bay city daily tribunebay city,,1580,1998,H,bay city,tx
the baytown sun,the baytown sunbaytown,,1581,2000,F,baytown,tx
the beaumont enterprise,the beaumont enterprisebeaumont,,424,2006,D,beaumont,tx
big spring herald,big spring heraldbig spring,,1582,1998,G,big spring,tx
the favorite,the favoritebonham,,1583,1995,H,bonham,tx
borger news-herald,borger news-heraldborger,,184,2002,H,borger,tx
the news-herald,the news-heraldborger,,1584,1994,G,borger,tx
brenham banner-press,brenham banner-pressbrenham,,1585,2010,G,brenham,tx
the brownsville herald,the brownsville heraldbrownsville,,1586,1998,F,brownsville,tx
brownwood bulletin,brownwood bulletinbrownwood,,1587,1999,G,brownwood,tx
bryan-college station eagle,bryan-college station eaglebryan,,1588,1998,F,bryan,tx
cleburne times-review,cleburne times-reviewcleburne,,1589,1998,G,cleburne,tx
the brazosport facts,the brazosport factsclute,,1590,1994,F,clute,tx
conroe courier,conroe courierconroe,,1591,1998,F,conroe,tx
corpus christi caller-times,corpus christi caller-timescorpus christi,,425,1998,D,corpus christi,tx
corsicana daily sun,corsicana daily suncorsicana,,1592,1998,G,corsicana,tx
dalhart daily texan,dalhart daily texandalhart,,1593,2000,H,dalhart,tx
the dallas morning news,the dallas morning newsdallas,,427,1997,B,dallas,tx
the dallas morning news,the dallas morning newsdallas,,2114,2013,E,dallas,tx
the dallas morning news,the dallas morning newsdallas,,2371,2016,E,dallas,tx
Al Dia,Al Diadallas,,2411,n/a,n/a,dallas,tx
the herald,the heralddenison,,1595,1994,F,denison,tx
denton record-chronicle,denton record-chronicledenton,,1596,1997,F,denton,tx
edinburg daily review,edinburg daily reviewedinburg,,1597,2006,H,edinburg,tx
el paso herald-post,el paso herald-postel paso,,429,1997,F,el paso,tx
el paso times,el paso timesel paso,,430,1997,D,el paso,tx
ennis daily news,ennis daily newsennis,,1598,2011,H,ennis,tx
fort worth star-telegram,fort worth star-telegramfort worth,,431,1997,C,fort worth,tx
diario la estrella,diario la estrellafort worth,,2116,2006,E,fort worth,tx
gainesville daily register,gainesville daily registergainesville,,1599,2008,G,gainesville,tx
the galveston county daily news,the galveston county daily newsgalveston,,1600,1999,E,galveston,tx
herald-banner,herald-bannergreenville,,1604,2004,G,greenville,tx
valley morning star,valley morning starharlingen,,1605,1998,E,harlingen,tx
henderson daily news,henderson daily newshenderson,,1606,2008,G,henderson,tx
hereford brand,hereford brandhereford,,1838,1998,H,hereford,tx
houston chronicle,houston chroniclehouston,,432,1997,B,houston,tx
the post,the posthouston,,433,1994,B,houston,tx
texas watchdog,texas watchdoghouston,,2161,2010,O,houston,tx
san antonio express news,san antonio express newshouston,,2352,2012,C,houston,tx
the huntsville item,the huntsville itemhuntsville,,1607,1999,G,huntsville,tx
jacksonville daily progress,jacksonville daily progressjacksonville,,1610,2000,H,jacksonville,tx
kerrville daily times,kerrville daily timeskerrville,,434,1998,G,kerrville,tx
kilgore news herald,kilgore news heraldkilgore,,1611,2008,H,kilgore,tx
killeen daily herald,killeen daily heraldkilleen,,1612,2000,F,killeen,tx
del rio news-herald,del rio news-heraldlaredo,,1594,2012,H,laredo,tx
laredo morning news,laredo morning newslaredo,,1839,2011,F,laredo,tx
longview news--journal,longview news--journallongview,,1617,2011,F,longview,tx
lubbock avalanche-journal,lubbock avalanche-journallubbock,,435,1997,D,lubbock,tx
lufkin daily news,lufkin daily newslufkin,,1619,1999,F,lufkin,tx
news messenger,news messengermarshall,,1621,1998,G,marshall,tx
the monitor,the monitormcallen,,1622,1994,E,mcallen,tx
mckinney courier-gazette,mckinney courier-gazettemckinney,,1623,2004,G,mckinney,tx
the mexia news,the mexia newsmexia,,1625,2011,H,mexia,tx
midland reporter-telegram,midland reporter-telegrammidland,,1626,1998,F,midland,tx
mineral wells index,mineral wells indexmineral wells,,1627,2001,H,mineral wells,tx
Mount Pleasant Tribune,Mount Pleasant Tribunemount pleasant,,1628,2007,H,mount pleasant,tx
the daily sentinel,the daily sentinelnacogdoches,,1629,1994,G,nacogdoches,tx
herald-zeitung,herald-zeitungnew braunfels,,1840,1999,G,new braunfels,tx
odessa american,odessa americanodessa,,1630,2001,E,odessa,tx
the orange leader,the orange leaderorange,,1631,1998,F,orange,tx
palestine herald-press,palestine herald-presspalestine,,436,1998,G,palestine,tx
the pampa news,the pampa newspampa,,1632,2002,G,pampa,tx
the paris news,the paris newsparis,,1633,1998,F,paris,tx
pasadena citizen,pasadena citizenpasadena,,1634,1998,G,pasadena,tx
pecos enterprise,pecos enterprisepecos,,1635,1998,H,pecos,tx
Phoenix Design Studio,Phoenix Design Studiophoenix,,2301,2014,Hubs,phoenix,tx
plainview daily herald,plainview daily heraldplainview,,1636,1998,G,plainview,tx
plano star-courier,plano star-courierplano,,1637,1998,F,plano,tx
port arthur news,port arthur newsport arthur,,1638,1998,F,port arthur,tx
fort bend herald and texas coaster,fort bend herald and texas coasterrosenberg,,1649,2007,G,rosenberg,tx
san angelo standard-times,san angelo standard-timessan angelo,,438,1998,E,san angelo,tx
san angelo standard times,san angelo standard timessan angelo,,2351,2015,F,san angelo,tx
san antonio express-news,san antonio express-newshouston,,439,2013,C,san antonio,tx
san marcos daily record,san marcos daily recordsan marcos,,1643,2007,G,san marcos,tx
the seguin gazette-enterprise,the seguin gazette-enterpriseseguin,,1849,1998,G,seguin,tx
herald democrat,herald democratsherman,,1644,2000,E,sherman,tx
snyder daily news,snyder daily newssnyder,,1645,2004,H,snyder,tx
stephenville empire-tribune,stephenville empire-tribunestephenville,,1646,1998,G,stephenville,tx
sulphur springs news-telegram,sulphur springs news-telegramsulphur springs,,1647,2002,G,sulphur springs,tx
sweetwater reporter,sweetwater reportersweetwater,,1648,1998,H,sweetwater,tx
taylor daily press,taylor daily presstaylor,,2007,1998,H,taylor,tx
temple daily telegram,temple daily telegramtemple,,441,1997,F,temple,tx
the terrell tribune,the terrell tribuneterrell,,1650,2007,H,terrell,tx
texarkana gazette,texarkana gazettetexarkana,,23,1998,E,texarkana,tx
txk today,txk todaytexarkana,,2396,2016,O,texarkana,tx
the sun,the suntexas city,,1651,1994,G,texas city,tx
tyler morning telegraph,tyler morning telegraphtyler,,1652,2000,E,tyler,tx
the vernon daily record,the vernon daily recordvernon,,1654,1998,H,vernon,tx
victoria advocate,victoria advocatevictoria,,1655,2006,E,victoria,tx
waco tribune-herald,waco tribune-heraldwaco,,442,1997,E,waco,tx
waxahachie daily light,waxahachie daily lightwaxahachie,,1656,1998,H,waxahachie,tx
the weatherford democrat,the weatherford democratweatherford,,1657,1998,G,weatherford,tx
times record news,times record newswichita falls,,444,1998,E,wichita falls,tx
the herald journal,the herald journallogan,,1658,1994,F,logan,ut
standard-examiner,standard-examinerogden,,1659,1998,D,ogden,ut
daily herald,daily heraldprovo,,1660,2007,E,provo,ut
The Deseret News,The Deseret Newssalt lake city,deseret morning news,446,2004,D,salt lake city,ut
salt lake tribune,salt lake tribunesalt lake city,,447,1997,C,salt lake city,ut
the spectrum,the spectrumst. george,,1842,1997,F,st. george,ut
journal newspapers,journal newspapersalexandria,,1845,1999,C,alexandria,va
bristol herald-courier and virginia tennessean,bristol herald-courier and virginia tennesseanbristol,,1668,1999,E,bristol,va
the daily progress,the daily progresscharlottesville,,1670,1994,E,charlottesville,va
virginian review,virginian reviewcovington,,1672,1998,G,covington,va
culpeper star-exponent,culpeper star-exponentculpeper,,1673,1999,G,culpeper,va
danville register & bee,danville register & beedanville,,1675,1998,F,danville,va
the free lance-star,the free lance-starfredericksburg,,451,1994,E,fredericksburg,va
daily news-record,daily news-recordharrisonburg,,452,2000,E,harrisonburg,va
The Hopewell News,The Hopewell Newshopewell,news,1677,2000,G,hopewell,va
the news & advance,the news & advancelynchburg,,1678,1998,E,lynchburg,va
manassas journal messenger,manassas journal messengermanassas,,1680,1998,G,manassas,va
the martinsville bulletin,the martinsville bulletinmartinsville,,1681,1998,F,martinsville,va
USA Today,usa todaymclean,,1865,2002,A,mclean,va
daily press media group,daily press media groupnewport news,,1682,2014,D2,newport news,va
the virginian-pilot,the virginian-pilotnorfolk,,455,1998,C,norfolk,va
the progress-index,the progress-indexpetersburg,,1683,1994,F,petersburg,va
the southwest times,the southwest timespulaski,,1684,1995,G,pulaski,va
richmond times-dispatch,richmond times-dispatchrichmond,,456,1997,C,richmond,va
the roanoke times,the roanoke timesroanoke,,457,1997,C,roanoke,va
the news leader,the news leaderstaunton,,1688,2002,F,staunton,va
northern virginia daily,northern virginia dailystrasburg,,1762,2004,F,strasburg,va
suffolk news-herald,suffolk news-heraldsuffolk,,1763,2000,H,suffolk,va
the news virginian,the news virginianwaynesboro,,1689,2005,G,waynesboro,va
the winchester star,the winchester starwinchester,,1690,2009,F,winchester,va
news & messenger,news & messengerwoodbridge,,1676,2009,F,woodbridge,va
the barre montpelier times argus,the barre montpelier times argusbarre,,1661,2010,G,barre,vt
the bennington banner,the bennington bannerbennington,,1662,1999,G,bennington,vt
the brattleboro reformer,the brattleboro reformerbrattleboro,,1663,2008,G,brattleboro,vt
the burlington free press,the burlington free pressburlington,,448,1998,D,burlington,vt
the newport daily express,the newport daily expressnewport,,1664,2000,H,newport,vt
rutland herald,rutland heraldrutland,,1665,1998,F,rutland,vt
st. albans messenger,st. albans messengerst. albans,,1666,2001,H,st. albans,vt
the caledonian-record,the caledonian-recordst. johnsbury,,1667,1994,F,st. johnsbury,vt
valley news,valley newswhite river junction,,278,2001,F,white river junction,vt
the daily world,the daily worldaberdeen,,1691,1994,F,aberdeen,wa
king county journal,king county journalbellevue,,1692,2006,E,bellevue,wa
the bellingham herald,the bellingham heraldbellingham,,458,2000,E,bellingham,wa
kitsap sun,kitsap sunbremerton,,459,2006,E,bremerton,wa
the b-town blog,the b-town blogburien,,2168,2011,O,burien,wa
the chronicle,the chroniclecentralia,,460,2006,F,centralia,wa
daily record,daily recordellensburg,,1693,1999,G,ellensburg,wa
The Herald,The Heraldeverett,,461,2004,D,everett,wa
tri-city herald,tri-city heraldkennewick,,463,2010,E,kennewick,wa
the tri-city herald,the tri-city heraldkennewick,,2388,2013,E,kennewick,wa
the valley daily news/horvitz newspapers,the valley daily news/horvitz newspaperskent,,2008,1996,E,kent,wa
the daily news,the daily newslongview,,462,1994,F,longview,wa
columbia basin herald,columbia basin heraldmoses lake,,1694,1998,G,moses lake,wa
skagit valley herald,skagit valley heraldmount vernon,,1695,2001,F,mount vernon,wa
the olympian,the olympianolympia,,1696,1995,E,olympia,wa
peninsula daily news,peninsula daily newsport angeles,,1697,2000,F,port angeles,wa
